post_text,label
等上岸了我一定好好治疗！！,0
给你们看雪,0
"去年年初的病一度让我以为自己好不了了 马上烂在泥潭里一辈子了 直到六月我重新喜欢上了以前喜欢的博主 他救了我 又让我明白了不能一味依赖他活着 从一个月不伤害自己到慢慢不会躯体化再到可以不依赖药物了，，，哪怕现在依然有很多不顺心的事 但是好像已经没有那么累了 身上的巨石被移走了一半了

他是我很重要的救命恩人 曾经我的世界只有他 我觉得他是我的唯一 直到因为他我开始认识很多一样喜欢他的朋友 开始力所能及去一些线下的活动 我突然明白了其实他是带我走出来的灯塔 是我最重要的指路明灯",0
我要醒过来！我不想再这样浑浑噩噩的了，家里满是垃圾，碗很多天没洗，我什么也做不了，时间全在工作上。领导只会一直逼逼逼，逼我把铁杵磨成针。我磨磨磨，有的成针了领导说那是它本来就是针跟我没关系，有的要从立柱开始磨，磨一寸长两寸，领导最后质问我，为什么不早点磨，为什么要下班，为什么不使劲磨，下班后为什么不接着磨，回到家为什么不微信磨。臭不要脸的你怎么不来！都给我滚！滚滚！我之前不明白为什么有些人会在网上骂，骂明明没用，万一有敏感语言还可能会被谈话。现在明白了。是我还没疯！疯了谁都一样。我不可能像同行一样跳lou。我也不可能像网友义愤下说的就算亖也先把谁谁这送走。这不等于断绝了自己一生吗！你们不配！你们任何一个王八犊子都不值得我这样！老子告诉你们！我付出再多，我无怨无悔，我对得起任何人对得起良心我心中无愧！所以就算我被你们调理的没有好下场我也不后悔！我尽心尽力了，我的能力不说多高，也绝对不低，我除了不参加那些能给人带来光鲜名头的的事我差什么？你一句话就能把白的说成黑的。你就欺负我不敢得罪你不能还嘴。我从今天开始要好好生活。不能再为不值得的事着急上火。一切缺德王八蛋滚出我的生活。,0
眼是瞎的，耳朵是聋的，手是“残疾”的，思想是畸形的，痰是随地吐的，踩了我择偶观的所有雷点，而这个男的是他妈我爹，世界上最无力的一件事儿,0
抱抱，你很棒,0
好好养病第二天,0
身边好多垃圾啊，各种各样的垃圾堆在床上，可就是起不来身把它们丢掉,0
"以前
发病前：我装的吧 发病时：哦，我真的有病
发病后：我装的吧。
现在
发病前：我装的吧 发病时：我装的吧
发病后：我装的吧。",0
"开一个抑郁症、双相、焦虑以及bpd相关的答疑贴
用药、心境状况、心理咨询、医院挂号都可以问，心情不佳可以陪聊。
病史:18年至今，宁波医院比较熟悉，两次住院史 ，目前情况稳定。
世界那么大，我愿意陪伴你。",0
带着疼痛入睡,0
"一直以来修修补补。给了我假象，以为一切都在往好的发展。原来，更大的暴风雨在等着我。
我想，偷来的美好，终究会破灭。
当，一切回归原点。你会快乐吗，你会快乐的吧。
我回归黑暗，一望无际。就让这场风暴来的更猛烈，不要再拉扯，吞噬我吧。绝不怨怼。",1
现在正在养腿伤，腿好之后准备去查泌乳素，我感觉没什么好的药了。而且，我也离不开药了。泌乳素高又能怎样？,0
谁懂在家里生活的小心翼翼的感觉，感觉精神好崩溃，哎 可是有什么办法 ，自己也没能力去上班,1
。。。。。新一年的我是更烂的我。。是更对不起曾经那个充满希望的自己的我,0
如果可以用罪名让我去死也是好事,2
“滚烫的馨香淹没过稻草人的胸膛”,0
“以后只许我打你，你要是还手试试”,0
你们都是怎么让自己安静下来的,0
复发了,0
今天中午吃什么,0
之前被家里逼着去工作，我不想去，想到那个地方就不舒服，果然过了没一会，我就开始喘不上气，头疼，手抖，大哭，家里人吓得也不敢逼着我去工作了,0
所以说很倒霉呢，我就是那种躯体化很严重的一挂，可偏偏在期末前一个星期找上了我,0
"复诊日记
（真的要被我医生姐姐笑死了，起因是我今天去医院的时候很emo）
👩🏻⚕️：你上次送我的画我很喜欢，你再给我多画一幅嘛
👩🏻：啊？噢噢好
👩🏻⚕️：对啊，虽然我家不大，但是那一幅画还是放得下的
👩🏻：好，给你画
👩🏻⚕️：我还想再见到你呢
👩🏻：姐姐，你不会以为我要吞药吧？
👩🏻⚕️：你这状态真的很像。。。
👩🏻：我不是我没有",1
家人们 我最近好焦虑 而且还是复习不下去,0
终于又熬过了一天,0
没做电休克的这几天很难受很懒呼吸困难心跳快,1
"妈妈你知道吗 我形容不出自己有多难过我的心里就是有事 但我不想说
我不是没有情绪 但比起诉说自己的委屈和不甘也许沉默更好
我一直都在劝自己别频频回头后面没有人在等我即使能一路返回那也是以前很多事情只能回头不能往回走
我闭上眼都是那些挥之不去的事大的小的好的坏的越想越难过
我恨我为什么没有死在出生的时候抑郁症",1
但是，我却要反过来安慰他们,0
很平常的日子，有个人放弃生命了，也许就在下一刻,1
难熬的冬天，沉浸式追剧，强迫自己陷入剧情以此来逃避脑子里强迫性声音！,0
和人做朋友好难...,0
许个愿，明天更快乐~,0
"我爸妈几乎每次给家里新买东西都会吵架
我劝阻又说是正常的让我别管……你知道我多害怕你们大声吵架为什么之后又和好如初 只有我在受伤吗？
你们到底爱不爱我？我很害怕我好想死啊",2
在看《请回答1988》，刚好看到胡同里的大人给孩子们准备圣诞礼物那里，真的好羡慕,0
你们也是一到冬天抑郁就加重吗？我的抑郁是间歇性发作，可是每到冬天，发作就频繁，吃药也抑制不住想结束的念头。,2
我还能怎么办，我现在只能靠手机转移我的注意力，有时候看手机看着看着也会崩溃，更别说放下手机了，我还能怎么办，我还能怎么办？,0
有没有一起聊天的休学生 实在是太无聊了,0
她…和我打招呼了你们看到了吗,0
又一年了，可是我并没有从那段日子走出来，是它自己走过去的，这个真的没办法痊愈吗？兜兜转转了这么多年。 成都,1
天，我之前吃喹硫平都是吃一小段时间才耐药加药量，结果我这次没几天就耐药了，这正常么？我睡不着了有点平静不下来。。。,1
我讨厌这个生活,0
马上就要进学校会考了真的手都在抖害怕学校,0
别人都在为自己的前途努力的时候我在对抗我的痛苦,0
我怎么又醒了,0
"我一万次对老天爷祈祷能让我的生活更幸福一点就好了，能不能让我有个开心的童年，我真的一点也释怀不了，每一个深夜都会想起
为什么，所以到底为什么，人就不能忘记一切不想记起的东西
你说，我能逃离这个世界吗，逃离又能去哪里呢",1
还有两天的药，又得拿药了。我能不吃药吗？真的不想吃……,0
今天我突然才发现我的世界第一次出现了一个懂我的人,0
半夜睡不着 想找个聊天搭子 有谁愿意来吗,0
刚刚在舞室，突然犯病，太尴尬了,0
今天有点点反弹 可能是昨天晚上放纵了一下，吃的有点点多，今天努力饿一饿,0
无解，真的面对自己很难解决很多问题,0
有没有因为后天事件抑郁的人 这是治愈不了的吧,1
但是我真的不想赖活着了,2
烦死了，烦死了，不想在宿舍呆下去了，都几点了，说说说，有什么可说的,0
总觉得我遇到的困难都不是什么大事 所以说出来会很羞耻,0
好难受呀，感觉一个人呆着还好点，身边有人真的受不了,0
第一天就和家里吵架，烦死了，我们觉得考公还是考事业，第一次没考起第二次考起了才叫有进步，他是不是有病，自己都没考起公务员。,0
今夜份的快落,0
想哭大半夜文思泉涌。。。。很久很久没有写过文字了，越是这种时候越是听歌和写文字的欲望泛滥。我那离我远去的理想主义啊，我活在梦幻里，我回忆每一个不经意的瞬间，为什么不被歌颂，如果万物平等，为什么不被歌颂？只有苦难才不配被歌颂，苦难是人类公敌。但偏偏，一些人选择与民为敌。幸吾生之须臾。（一些意识流发言，emmm也不知道算不算意识流）抑郁症,0
烟台的雪和我的狗，雪好像真的挺显脏的哈,0
她理解所有人，唯独不理解我，,0
像我们这样的患者，在网上怎么找兼职在家里做？没法出门工作，挺累的。,0
又犯病了，好难过,0
"总结一下2023年度报告
今年你痛苦的时刻30672000秒
想死的次数1356次
你最想死的时刻是“清晨醒来”和“睡前”
你不愿明天早上醒来的念头出现了200次
你走在路上边走边哭的次数为68次
接受你最多倾诉的人是“妈妈”，你跟她通话、聊天时痛哭的次数为20次
你和很多个朋友不再频繁联系
你不想回复微信消息的次数为46次
如坐针毡如芒刺背的次数135次
知乎推送你抑郁症相关的帖子次数为56次
你和心理咨询师沟通的次数是21次
你浏览该超话的次数为145次
你发帖了8次
有很多人回复了你拥抱的表情，安慰了你",2
我真的想死了，为什么今年刚开头就这么不顺，澳门演唱会票没抢到想去韩国安可，因为这个病很早就没读书了现在签证也办不了，最近又连续发烧丢快递，我真的就想好好见一面然后好好养病了到底为什么啊,2
"和我爸一家人相处都不得劲，他们也都不是坏人，在社会上会平凡老实地干好本职工作的，但你去看他们，能看见的的不是会哭会笑的肉体，是父亲儿子同事这一串社会属性的连接体，刚想着搭起光正伟的梁子后包工头就跑路了。
也不知道自己是敏感还是迟钝，我从很小的时候就困惑自个老爸是否爱我，（我居然没有在困惑，这是否是他父爱如山的特殊表达），在未被知识污染的我眼里爱和不爱就是两种方式，别人对你好，你是感受到的。
现在我22岁，可以很清楚的明白，确实不太爱。毕竟二十年过去，一只乌龟都得生出点舔犊之情，但也仅限于此了。没有泼天狗血也没有打得你死我活更不是斯德哥尔摩，最适合的不过是在年夜饭上扯几句话，然后自个走自个的路。啊？你说家人之间不该这样？家和万事兴，你看这不挺和的吗，人生哪有那么顺遂，就这样吧。",0
挺难受的，感觉好孤独,0
今天去看医生给我开了帕罗西汀有吃过这个药的友友吗副作用大不大,1
累，累得没有意义,0
准备辍学了，没学历的女生能干什么工作啊,0
加油吧,0
我不要这样活着，一年又一年，什么时候到头,1
我已经意识到最后我们终将走散,0
今天发烧了，觉得只有生病的时候才能感觉到自己还活着…不是因为有人安慰，而是因为终于能感受的自己的身体了。已经大半年既感受不到内心，又感受不到外界了，身体也仿佛不是自己的，没有实感…,1
艺考成绩很差，发挥不稳定，甚至到最后已经全身发抖声音发颤，我的脑子学文化课也学不进去，我觉得我没有本科上了，我觉得我的人生已经完蛋了，我该怎么办……,0
一天到晚除了让我处对象还能有点别的事吗非要我选一个谈尊我我的一件就是逼我选一个吗就非得选一个吗,0
我向他们求助 他们觉得我受到的伤害是我精神不正常在胡言乱语 最该死的人在他们眼中成了受害者,1
好饿,0
双相让我感觉自己有精神分裂…抑郁症,0
感觉自己好恶心……不配拥有所有东西,1
要跳出这个世界的框架,0
今天开始，喝水也想吐了，不知道怎么办好，也不知道是抑郁导致的还是肠胃病导致的,1
保护所有我爱的人，我向你们承诺，我向你们承诺绝不放弃，绝不丢弃，我向你们承诺我不会放弃会坚强到底，为所有人带来幸福和希望，绝不舍弃任何一个人，我们这些非专业的志愿者，会世世代代坚守承诺，将希望和爱永远传递。,0
医生说我都要快放弃你了 这时的我又该怎么办呢 我能说啥 我真的快死了吗,1
今天是大姨妈跟社恐上班的双重打击,0
我知道只有自己能拯救自己，但是我好像不太想救呢？,1
新年完全开心不起来，反而比平时的心情还要差,0
谁会喜欢你这样情绪时刻不稳定的人呢,0
"为什么
为什么啊
真的为什么
是我",0
好冷,0
好累 今天医生建议我和家里人商量住院治疗 可是我根本不敢说哈哈哈哈哈哈 又是一大笔钱 太清楚我们家经济状况了 有时候真的觉得 怎么越是过得苦越是有更多的病找上门来呢 钱难赚病难治..上辈子我是把所有福都享完了嘛 什么时候能解脱 活着真的就是好的吗？真的就有希望吗？为什么总是一个又一个的打击 什么时候能幸福啊 我该怎么做呢,1
我可真能熬,0
有人吃盐酸苯海索片和盐酸齐拉西酮片吗？我感觉我没有很严重，但是医生给我开了这些药，副作用大吗？要不要换个医院再检查一次,1
上个月身上没来，跟药有关系吗,0
你说人为什么会想不开，可能就是很多很多事情积攒够了，一瞬间被轻飘飘的一根稻草压垮的。或许有过很多的温馨和爱，可是也有更多相处中有意无意地控制与冒犯，也许我们在意的东西慢慢变得很不一样。长大后和父母最好还是要保持住一定的边界，不要投射过多依赖和在意，对彼此都好。,0
不想去亲戚家，姥姥就说我不体谅她，真的很难受，我都说了，她去吧，我会做饭的啊啥的，她就非得说我不体谅她，我不去就是不体谅她嘛，真的很烦，一群老太太我真的不想去…,0
梦见一只老虎吃了好多人。打算下楼逃命，结果在楼道听见惨叫和看见墙上溅的血，我就和一个朋友躲进了二楼一间教室里，老虎不知道在哪儿。其他人应该都跑了或者死了。锁了门拉了窗帘，结果偷偷看见外面的行李箱燃起来了…恐惧席卷全身，动不了。被吓醒,0
"确诊啦，最在意的人对我不闻不问，最关心我的反而是平时我没怎么注意过的人
吃了之前一直很想吃的蛋糕，但发现它也没有我想象中的那么好吃
其他人也没有我想象中的那么在乎我",0
你们在我的眼里，是这个世界上最美的代表，你们不能出事，这一切不是你的错，付出代价的人，不应该是你们，醒过来,0
每次跟朋友提起过去的经历，她们总觉得我在夸大其词，然而事实是，真正让我陷入绝望一遍遍出现在我噩梦中的那些事我甚至都没敢说出口,1
要崩了,0
在医院做蛋糕🍰,0
如果把努力比作往杯子里灌水的话，我想请问我拿到的是克莱因瓶吗？,0
"大家会不会因为一点小事就很焦虑，根本睡不着，一直都在想
就昨天看了一个网上兼职，就是他们给我要出租房子的人的信息电话，让我去问，然后加微信，再让房东加上指定人微信，等于我主要就是打个电话，加下微信，但就是会很慌，怕接我电话的人不耐烦，给我提供兼职的姐姐人也很好，我也不知道为啥就很慌……",0
我的精神世界荒芜已久，杂草丛生，如同一片废弃之地。,1
"其实我焦虑的事情很多，想自己的成绩什么时候可以好起来什么时候可以让爸妈骄傲，想自己什么时候可以有资格去选择自己想要的大学和专业，想自己什么时候瘦下来什么时候可以变好看，想自己什么时候可以拉好体能回去我以前的生活。
结果发现前面的路只是望不到尽头的黑，所有人都告诉我只要努力就行，可是我看不到一点曙光",1
"我好像终于明白我为什么会这么敏感了，初中被孤立，就再也没有自信过了，就算交朋友也会觉得朋友迟早有一天离开自己，当然这是曾经的自己。
还有一个因素就是，每一次被父母说，永远都是爸爸对我各方面看不上，妈妈护着我，而我永远觉得爸爸说的才是事实，而妈妈之前为了保护我的面子，所以我会觉得我做的就是不够好，做得不对。",0
想问下私自断药会怎么样吗 本来10月底要去复查的 断药后到现在没去了 怕被医生说 但吃药不吃药都很痛苦,0
长寿面,0
头疼,0
嗯，什么都做不好。我就应该去死。,2
什么都做不到才是常态，我这样就是因为我本来就是很糟糕的人啊，脑子就是很笨啊，长得不漂亮脾气也不好，胖胖的，有时候想想，我支持女权的原因可能是因为我是个平胸也不会化妆，嗯很卑劣的畜生就是我，之前算命的说我死了会下饿鬼道是有道理的（有没有人知道在超话发东西关注的人会刷到吗？不要啊）,1
特别想拥有学习搭子，但是一整天麻木一整天兴奋的状态太不稳定了,0
我是什么很贱的人吗,1
"累 无力 崩溃
真的是我错了吗？我真的已经很努力了
我这破碎不堪的生命 我不知道还有什么意义
我从未幻想有人来理解和接纳的我的痛苦 只是我发现哪怕我再努力人们连看都不愿直视 然后通过着自己的幻想试图来拯救我 甚至觉得我不够努力
我不知道该说些什么
我想要的从来不是被拯救，只不过是想要有一个人听我说话而已，而我最想要的是结束这一切。",1
为什么睡眠一直折磨着我,0
休学了能干啥 有什么可以培养的爱好推荐吗 能够让心静下来不瞎想,0
愿大家都能遇到自己的“南河”,0
我是什么很贱的人吗为什么从来都是不被爱的为什么要把我的小狗扔掉为什么要把我生出来,1
圣诞节快乐,0
元旦快乐各位,0
我真的，不能再zc了，但是这样缓解不了情绪啊啊啊啊啊啊啊,3
焦虑到犯胃病 明天考试又一堆东西没记 真的要疯,0
又犯病了，不知道自己该干什么,0
友友们 如何判断是好转还是变双相了 感觉越来越兴奋了,0
还没有睡着……,0
好累，今年想永远休息了。,0
"第66天 活着
(010) 8295 1332 自杀干预的电话 24小时在线",2
今天挂了一个专家科，感觉医生很专业。以往都是挂普通科，挂了号开了药就走。今天医生说我双向的概率很大。不知道这种抑郁情绪到底会伴随我多久，什么时候才能再也不用来这个地方了。 北京·北京回龙观医院 专栏 · 非正常抑郁症患者的日记本,1
"有没有吞过喹硫平的宝宝
会很难受吗",2
emmm，有没有办法提一提情商啊，感觉我好不会说话哈哈哈，不会安慰别人也不知道怎么向别人表述，感觉精力有限不能每时每刻显得很阳光，要怎么社交啊9敏了,0
又被我妈骂了，真的受不了刺激，为什么不能放过我，总是凶我骂我伤害我，被逼得想死,1
看喜剧都泪流满面的，活的该有多痛苦,0
偶尔，别人世界里漏出来的光会刺痛我、让我分不清是谁更虚幻,0
喜欢上了一个女生，好痛苦,0
无解,0
今天下午上最后一节课的时候哭了，别人在考试我太无聊，看了同学的《少年抑郁症》，看的我哭了，真的很有感受,0
奶奶一直问我大学的趣事，我真的不擅长撒谎,0
一🔪捅死我算了，我是畜生，啥也不是。,1
三角函数到底怎么学,0
马上要2024年了，2024过的平淡一些吧，2023其实也蛮糟的，再也不要发生5月份和8月份那种事了，这辈子也不要了。不过2023年我有的地方做的也蛮不错，虽然4，5，6月份多了很多疤，但是那时候我几乎戒掉了自残的瘾，虽然会很想割一下，就一小下，也没有了，希望以后每一天都这样。不奢求每一天都平淡，但是也不要有让人极近疯狂的情绪了。就这样吧，马上就要16岁了，不可思议，多活了三年，那这次吉利一点，再多活80年吧，长命吧。,1
原生家庭带来的影响真的很大，我回头看看我斑驳的脚印，发现我早已偏离航线。,0
"本人13。妈妈问我要不要去山东，我不愿意。然后跟我举一系列山东的好处，湖北的坏处。还说我哥哥嫂子对我不好（原来她也知道，那还让我对他们谦让
然后说我不去山东，就让我和她一起在学校附近租房。我说还是让我一个人住吧。她不同意，还觉得我一个人活不了。",0
前几天跟室友吵架发病，呼吸性碱中毒，还向室友磕了三个头，而且最近一个月发病了3次左右了，我这是变严重了吗,1
冬至快乐大家吃汤圆咯,0
"感觉药并没有起太大作用 该疼的还是疼 除了终于睡着了 没有别的改变
明天还要考试 焦虑了一整天 一直在想办法把自己不会的补一补 但脑子始终跟不上反应 不想补了 我只是生病了 成绩差又不是犯罪 我的命比我的成绩重要",1
心理治疗 物理治疗 药物治疗都用过了可是就是好不了,0
祝大家冬至快乐 记得吃饺子哦🥟😊,0
我想问一下 因为自费开药太贵了所以我一直都是去医院看了一两次以后就拜托我妈妈帮我去开药（她开药比较便宜）这就导致了我没有去看医生一直在吃同一个药 也没有调药 这样下去会不会对身体造成伤害还没什么用 有必要回去系统治疗吗 孩子真的很想赶紧好起来断药,0
有没有大龄集美能聊聊，超话很少有大龄了， 谢谢固聊也可以 ，女生好点，我不想聊颜色话题，谢谢,0
穿军训服升旗，还值周就是打扫校园卫生。[相爱],0
"虽然不确定自己到底有没有痊愈，因为我是自主断药加运动调节的，隔了快两年没有自S的念头，我认为算是痊愈的
如今，生的希望还是很强烈的，但是自C的念头愈演愈烈，我是真的害怕，自己会不会复发",2
想问问有没有大学期间选择休学的宝宝，会不会很麻烦啊……,0
发现这么久的心结都是错的 我还傻傻地去想他 我还为了和他好好得去做mect 现在才发现当年被绿了 我好崩溃啊 特别想哭 明天去学校了 我会控制不住得去想不好的事情，我是一个失败者 没有人来爱我,1
活到2024了,0
考研倒计时2天 每天困的要死，最后的几天也看不太进去了。不喜欢全网贩卖的焦虑，但也真心希望收到一些大家的祝福可以吗,0
除了埋着头扛着走过去，再回头调侃一下苦难，我也属实想不到别的办法。,0
不甘心 也没办法,0
好想好想快进到明年暑假，想去找我女朋友，我陪着她应该会好很多吧,0
今天换了一个心理医生，这个姐姐很好，没有冷嘲热讽的,0
一直努力一直无力,0
夜里容易emo，再emo着想特么我配emo吗？然后更emo了,0
讨厌电话铃声和敲门声，尤其是我强调过不要随随便便给我打语音电话，还一直打个不停的那种，问了之后又说没什么事，所以直接发信息不行吗？我真的会发火,0
太累了，为了合群为了家人,0
坚持服药 找到自己的爱好 平常多遛弯 心情会慢慢变好 各位同学 加油 希望我们都早日康复,0
"此时此刻我感觉很怨恨
为什么要生下我",1
抑郁症说我酗酒？我就只是为了睡个觉而已，何况，至少我痛苦的时候选择了酒精，而不是孟婆汤，我还在撑着,1
几天没花钱就存了好几百,0
我活着就是为了崩溃 每天反复死去活来,1
这一年 该过去了,0
在很多时候，我都不是个开心的人，无趣，呆板，时常难过，时常觉得活不下去。就比如今天跨年，我又有了不想活的念头。长夜痛哭，不知为何！思念谁吧，也没有。可能我本质就是个悲观的厌世者。,2
如果一定会有人被爱，那一定一定不是我，下辈子吧下辈子我一定要幸福,1
"我好像有病
但是不知道是什么病
我想没人能救赎我
靠近我 占为我
我有病 我想把在我身边的人占为己有
我脾气很大 有时候好 有时候坏 我只是病了 但是我的爱没病 我不知道我怎么了 扭曲的心理。",1
旅行不是因为有钱，而是因为一辈子短短的三万多天，不想活成同一天，大千世界的美，值得你去感受 在路上,0
最近我的不自信开始有点严重了，明明我会的但是我总是不确定怀疑自己，其实是对的，就像今天写字，明明知道是这样写的却写不出来，我该怎么办,0
爱死这贱兮兮的小模样了,0
"一直在等狗币电话，心里原著热线你那么慢要死
所有人都去死啊",1
要不然你以为我为什么这么多年还没休学 不是因为所谓的坚持 只是因为我他娘的休不起生在简中是原罪咯,0
家人是最大的加害者,0
老想吃也是症状吗 老想吃东西 哪怕已经有点撑了还是嘴里想吃,0
抑郁症和荒诞哲学结合会得到什么呢,0
上一个药神的视频，这个感动视频… 我哭了5[哭惹R]分钟了[哭惹R] 大家都要好好的没有什么困难过不去的 不要想不开 不要钻牛角尖 不要做傻事 好好活着一切都有希望 [哭惹R][哭惹R][哭惹R],0
我开解了除了自己以外的所有人可就是开解不了自己。总觉得死亡是自己唯一的归途,2
"突然间状态奇差
能量值低得已经快站不起来了_(:з」∠)_需要靠着什么东西才行
四肢和头部太沉重了
但是感觉一躺下就起不来了，，几乎得持续上一两个小时
疲惫得要命，刷着我根本不感兴趣的碎片化信息没有得到任何情绪价值且在阅读后几乎不记得什么有意义的信息
我应该相信玄学的(T＿T)（你怎么又
遂决定发挥主观能动性逆天改命改变客观规律（怎么又是这句话（你怎么这么喜欢这么说啊喂
你没有力气行动是吧（对我自己的躯体指指点点.jpg）那我偏要动，我甚至还要出去玩
我救我自己的狗命
出去泡猫咖/狗咖/图书馆画画看书打游戏追番！！就！现！在！！！言出法随！！！！！！

抑郁症",0
今天猫猫没有找我一起睡觉 还被人冷暴力对待了 很难受,0
"#你当像鸟飞往你的山 塔拉·韦斯特弗# 母亲陷入沉默。她开车的时候，我仔细打量着她。仪表盘上的灯光照亮了她的脸，在一片漆黑的乡间道路上，她的脸色苍白得有如鬼魂。恐惧蚀刻进她的面容，在她紧锁的眉头和紧闭的双唇里。单独和我在一起，她放下了人前的伪装。她又是那副老样子，脆弱，呼吸急促。
我听见轻声低语，意识到是她发出的。她在假设突发状况。如果出了问题怎么办？如果他们对她隐瞒病史，出现并发症怎么办？或者，如果只是并不十分危急的常见状况，但她惊慌失措吓呆了，没能及时止住出血怎么办？再过几分钟我们就要到了，她颤抖的双手将掌握两条生命。直到那一刻，我才明白她所冒的风险。“医院里也死人，”她低语道，紧握方向盘，像幽灵一般，“有时上帝召唤他们回家，任何人都无能为力。但是如果助产士碰上这种事——”她转过身来正对着我说，“只要发生一个失误，你就只能到监狱去看我了。”
我们一到那儿，母亲立刻像变了个人似的，给那户人家的男人、女人和我接连下达了一串命令。我无法把目光从她身上移开，几乎把她交代我做的事全忘了。现在我才意识到，那天晚上我第一次感觉到，她身上有股神奇的力量。
能体会到的恐惧，谁会比无证助产士大。",0
如果有很多很多钱就好了,0
很害怕在用吹风机或者戴耳机时在自己房间里唱歌的时候有人来敲门，就是咚咚咚咚咚咚一连串不停有点重的敲门声，然后很大声的直接问你在干嘛，在干嘛。之前门被踢的破破烂烂的时候感觉下一秒就要被拖出去，听到她拿钥匙的时候就知道我又要被骂或者被打了。现在换了门，自己收了钥匙，还是会很害怕，怕她和之前一样破门而入然后骂我扯我让我去死。,0
有一种意识和肉体剥离开的感觉๑_๑,0
以前是不想睡觉，现在是不想醒着。,0
昨晚，我突然浑身抽搐，呼吸不上来，干呕不止，胸口闷痛，那一刻我真的以为自己快死了。。。。,1
看到大家开心我也会开心的,0
如果有下辈子，我要做一朵云，自由自在，随意变形。我一直觉得我的灵魂被困在了我的身体里，让我不得不去面对这世间的肮脏与不堪。可是我找不到人说这些，他们估计都会觉得我疯了吧。今天又加了一颗草酸，但愿它能平复我躁动的内心。,1
不要胡思乱想了，真的好累，好想哭,1
有没有湖北的宝宝们啊，想清楚元旦后去看医生了。推荐一下下医院和医生。。。,0
所有人都该去死 贱人 全部去死 下十八层地狱,0
有人一起跨年嘛,0
"永远失眠
永远熬夜
永远涂眼霜",0
明天就高考听力了，三四个月没有听听力了，日语也快忘光了，别人都期待二三十分，我只希望不是个位数就好……或者也无所谓吧？,0
想问一下各位对于年少时期的爱是什么想法就是我不知道我初中谈恋爱是正确的吗 我姑姑说我开心就好 ，但是我是在我明确我不会影响到我的学习的前提下,0
很焦虑怎么办,0
新年快乐！祝我们都能康复！,0
早早早,0
时隔三年来汇报啦，今年拥有了家庭，生了一个小宝宝，希望抑郁再也找不到我，我也能一直陪着我的宝贝健康快乐成长,0
前段时间外公去世了，这两天才休息下来。我发觉自己好像没有了哭的情绪，会超级难受，但眼泪掉的很少，我时常觉得自己冷漠脑子有问题，不然为啥会哭不出来。真的很想和他一起离开。,2
任何一个你不喜欢，又离不开的地方，就是你的监狱。,0
耳鸣耳鸣耳鸣 我要死了,0
20年被80了一整年，21年休学了，22年回去上高中了，结果被孤立了，23年了，我已经在家里躺几个星期了，我不想回去面对她们面对那些人，好像在我需要帮助的时候我的身边没有一个人。我好像又回到了当初被80后喊着不想回去上学的小孩，我好像缩头乌龟，可能我压根不想面对。她们说我生病其实就是作，说我装，我的人缘好像一直都不好，就像没有人选择站我这边一样，好像真的没人爱我,1
今年大二，状态不好上课听不进去，专业知识几乎为零，没精力参加各种比赛和活动，也没有朋友，学校也很垃圾，因为光是活下去就已经耗费了我所有的精力了，嗯……为什么别人的大学生活都是丰富多彩的？如果没有生病的话那我的大学生活会是什么样呢？,1
哇哇哇 我找到雨 好像停了的声优了 他还是央视版海绵宝宝的声优。天呐 ………啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0
我知道有很多美好的东西…可是…我还是恨这个世界,0
"。
呗ex到",0
想把自己撕碎，撕碎，撒在雨里，被水带走顺马路而下，被车碾过无数遍压进水泥地里，再被车碾上很久很久。。。。,2
"唉我真服了，现在好多不知道哪来的奇葩中医，我是大脑有问题啊你让我补脾补肝特别是我妈以前从“中医”那里“开了”一个佛像吊坠回来的时候……
从那以后别人让我去看看中医我都是立刻拒绝",0
"曾经我也以为我会噶在传说中最美的十八岁
但是现在我已经21岁啦
（快看我漂亮的生日蛋糕！虽然是四号过的哈哈
天天吃药那又怎样
突然发疯想不明白那又怎样
每一分每一秒每一个动作每一个情绪
那都是我自己 不接受好像也总要接受

下雪啦 雪花悄悄的跟我说
我的好朋友们 我们都要好好的呀",0
2023最后一天暴饮暴食，吃了又想吐，难受,0
疯狂手抖啊,0
说一下你们过上自己想要的生活了吗,0
新年快乐大家～,0
一直有一件搞不懂的事 我好像受不到什么刺激每次都会很快就平静下来 好像转眼间 前一秒兴高采烈 下一秒突然觉得没什么可开心的了 因为我追星 甚至是在演唱会上 真正坐在那么一个热闹的环境里 面前是自己喜欢了很多年的偶像 我知道我是期待见面的 在我的设想里我应该会激动到流泪才对 但我就是没感觉 没有想象中开心的感觉 明明周围都是欢呼 可我感觉自己好像被隔开了 我不知道该怎么确切地描述 不管是开心的还是伤心的 都可以一秒冷静 好像什么都没有发生过 呜呜呜 真的描述不清 感觉自己现在已经无法组织语言了 我该怎么办,1
白天在爸爸妈妈面前总是装作一副开心活泼的样子 但也只有我自己知道我总会在无人的角落里偷偷沮丧 到了晚上想伤害自己的念头达到极点 我真的累了,2
光照耀了全世界 唯独没有照耀我,1
我有没有活着 已经不重要了对吧🕯️🕯️🕯️,1
为啥死亡是疼痛的？如果死亡不疼痛，我现在也不会这么长时间痛苦。三年了，就像过了三十年那样漫长，日子从未好过。,2
是我太想要妈妈的爱了…,0
抑郁症的大家能不能说说都在从事什么工作啊，我真的在努力工作啦，但是和人接触好难受……抑郁症是不是做什么工作都不合适？,1
刚花了五块把留到屁股的头发剪了感觉神清气爽，就是阿姨一直可惜说能卖五百,0
